Tracker,Status,Priority,Subject,Category,Estimated time,Description,Caratteristica di riferimento
To-Do,New,Normal,"java:S2975:  ""Remove this clone implementation; use a copy constructor or copy factory instead.""",BLOCKER,30min,Key: AYSMG92UmuymsPtOyEju Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 461;startOffset: 18;endOffset: 23;endLine: 461,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2975:  ""Remove this clone implementation; use a copy constructor or copy factory instead.""",BLOCKER,30min,Key: AYSMG927muymsPtOyEkW Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 401;startOffset: 22;endOffset: 27;endLine: 401,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjK Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 701;startOffset: 8;endOffset: 11;endLine: 701,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjL Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 779;startOffset: 8;endOffset: 11;endLine: 779,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjO Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 859;startOffset: 8;endOffset: 11;endLine: 859,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjP Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 895;startOffset: 8;endOffset: 11;endLine: 895,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjS Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 949;startOffset: 8;endOffset: 11;endLine: 949,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjT Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1012;startOffset: 8;endOffset: 11;endLine: 1012,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjU Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1045;startOffset: 8;endOffset: 11;endLine: 1045,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjV Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1076;startOffset: 8;endOffset: 11;endLine: 1076,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjW Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1090;startOffset: 8;endOffset: 11;endLine: 1090,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2093:  ""Change this try to a try-with-resources.""",CRITICAL,15min,Key: AYSMG92FmuymsPtOyEjX Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1100;startOffset: 8;endOffset: 11;endLine: 1100,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 33 to the 15 allowed.""",CRITICAL,23min,Key: AYSMG92FmuymsPtOyEjb Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSON.java - startLine: 1127;startOffset: 25;endOffset: 31;endLine: 1127,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make list transient or serializable.""",CRITICAL,30min,Key: AYSMG92UmuymsPtOyEjq Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 49;startOffset: 31;endOffset: 35;endLine: 49,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2447:  ""Null is returned but a Boolean is expected.""",CRITICAL,20min,Key: AYSMG92UmuymsPtOyEjr Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONArray.java - startLine: 290;startOffset: 19;endOffset: 23;endLine: 290,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1948:  ""Make map transient or serializable.""",CRITICAL,30min,Key: AYSMG927muymsPtOyEkS Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 54;startOffset: 38;endOffset: 41;endLine: 54,Maintenance (Code Smells)
To-Do,New,Normal,"java:S2447:  ""Null is returned but a Boolean is expected.""",CRITICAL,20min,Key: AYSMG927muymsPtOyEkT Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 183;startOffset: 19;endOffset: 23;endLine: 183,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 43 to the 15 allowed.""",CRITICAL,33min,Key: AYSMG927muymsPtOyEkY Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 426;startOffset: 18;endOffset: 24;endLine: 426,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal illegal setter 3 times.""",CRITICAL,8min,Key: AYSMG927muymsPtOyEkN Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 435;startOffset: 40;endOffset: 56;endLine: 435,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal illegal getter 4 times.""",CRITICAL,10min,Key: AYSMG927muymsPtOyEkM Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 467;startOffset: 40;endOffset: 56;endLine: 467,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1186:  ""Add a nested comment explaining why this method is empty throw an UnsupportedOperationException or complete the implementation.""",CRITICAL,5min,Key: AYSMG927muymsPtOyEka Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONObject.java - startLine: 610;startOffset: 23;endOffset: 39;endLine: 610,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3252:  ""Use static access with com.alibaba.fastjson.parser.JSONLexerBase for isWhitespace.""",CRITICAL,5min,Key: AYSMG90ymuymsPtOyEeq Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 70;startOffset: 28;endOffset: 40;endLine: 70,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG90ymuymsPtOyEer Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 89;startOffset: 21;endOffset: 28;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG90ymuymsPtOyEes Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 89;startOffset: 13;endOffset: 19;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG90ymuymsPtOyEet Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 89;startOffset: 30;endOffset: 34;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG90ymuymsPtOyEeu Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 89;startOffset: 36;endOffset: 40;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG90ymuymsPtOyEev Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 89;startOffset: 8;endOffset: 11;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG90ymuymsPtOyEew Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPatch.java - startLine: 89;startOffset: 42;endOffset: 46;endLine: 89,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 23 to the 15 allowed.""",CRITICAL,13min,Key: AYSMG91nmuymsPtOyEgO Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 148;startOffset: 18;endOffset: 25;endLine: 148,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1452:  ""Remove usage of generic wildcard type.""",CRITICAL,20min,Key: AYSMG91nmuymsPtOyEgP Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 301;startOffset: 15;endOffset: 16;endLine: 301,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 19 to the 15 allowed.""",CRITICAL,9min,Key: AYSMG91nmuymsPtOyEgR Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 316;startOffset: 16;endOffset: 24;endLine: 316,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.""",CRITICAL,6min,Key: AYSMG91nmuymsPtOyEgS Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 383;startOffset: 16;endOffset: 24;endLine: 383,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 63 to the 15 allowed.""",CRITICAL,53min,Key: AYSMG91nmuymsPtOyEgU Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 449;startOffset: 19;endOffset: 25;endLine: 449,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 42 to the 15 allowed.""",CRITICAL,32min,Key: AYSMG91nmuymsPtOyEgV Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 551;startOffset: 19;endOffset: 22;endLine: 551,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1452:  ""Remove usage of generic wildcard type.""",CRITICAL,20min,Key: AYSMG91nmuymsPtOyEgY Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 663;startOffset: 22;endOffset: 23;endLine: 663,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 41 to the 15 allowed.""",CRITICAL,31min,Key: AYSMG91nmuymsPtOyEga Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 797;startOffset: 24;endOffset: 29;endLine: 797,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG91nmuymsPtOyEgm Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 902;startOffset: 36;endOffset: 49;endLine: 902,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 78 to the 15 allowed.""",CRITICAL,1h8min,Key: AYSMG91nmuymsPtOyEgn Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 922;startOffset: 16;endOffset: 28;endLine: 922,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal not support jsonpath :  3 times.""",CRITICAL,8min,Key: AYSMG91nmuymsPtOyEfy Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1005;startOffset: 56;endOffset: 81;endLine: 1005,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 520 to the 15 allowed.""",CRITICAL,1d30min,Key: AYSMG91nmuymsPtOyEgq Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1054;startOffset: 15;endOffset: 37;endLine: 1054,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5361:  ""Replace this call to replaceAll() by a call to the replace() method.""",CRITICAL,2min,Key: AYSMG91nmuymsPtOyEgu Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1398;startOffset: 48;endOffset: 58;endLine: 1398,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5361:  ""Replace this call to replaceAll() by a call to the replace() method.""",CRITICAL,2min,Key: AYSMG91nmuymsPtOyEgx Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1722;startOffset: 36;endOffset: 46;endLine: 1722,Maintenance (Code Smells)
To-Do,New,Normal,"java:S5361:  ""Replace this call to replaceAll() by a call to the replace() method.""",CRITICAL,2min,Key: AYSMG91nmuymsPtOyEgy Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1724;startOffset: 44;endOffset: 54;endLine: 1724,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 33 to the 15 allowed.""",CRITICAL,23min,Key: AYSMG91nmuymsPtOyEgz Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 1830;startOffset: 27;endOffset: 33;endLine: 1830,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 43 to the 15 allowed.""",CRITICAL,33min,Key: AYSMG91nmuymsPtOyEg0 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2004;startOffset: 16;endOffset: 34;endLine: 2004,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 29 to the 15 allowed.""",CRITICAL,19min,Key: AYSMG91nmuymsPtOyEg8 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2263;startOffset: 15;endOffset: 22;endLine: 2263,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 101 to the 15 allowed.""",CRITICAL,1h31min,Key: AYSMG91omuymsPtOyEhZ Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 2358;startOffset: 20;endOffset: 27;endLine: 2358,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 18 to the 15 allowed.""",CRITICAL,8min,Key: AYSMG91omuymsPtOyEhm Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3017;startOffset: 23;endOffset: 28;endLine: 3017,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEhn Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3034;startOffset: 16;endOffset: 22;endLine: 3034,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEho Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3058;startOffset: 16;endOffset: 22;endLine: 3058,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEhp Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3082;startOffset: 16;endOffset: 22;endLine: 3082,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEhq Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3102;startOffset: 12;endOffset: 18;endLine: 3102,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEht Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3176;startOffset: 12;endOffset: 18;endLine: 3176,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEhu Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3224;startOffset: 20;endOffset: 26;endLine: 3224,Maintenance (Code Smells)
To-Do,New,Normal,"java:S131:  ""Complete cases by adding the missing enum constants or add a default case to this switch.""",CRITICAL,5min,Key: AYSMG91omuymsPtOyEhv Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3242;startOffset: 20;endOffset: 26;endLine: 3242,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG91omuymsPtOyEhw Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3436;startOffset: 116;endOffset: 118;endLine: 3436,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG91omuymsPtOyEhx Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3436;startOffset: 111;endOffset: 114;endLine: 3436,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 31 to the 15 allowed.""",CRITICAL,21min,Key: AYSMG91omuymsPtOyEhz Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3538;startOffset: 21;endOffset: 33;endLine: 3538,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal jsonpath error path  6 times.""",CRITICAL,14min,Key: AYSMG91nmuymsPtOyEfz Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3674;startOffset: 44;endOffset: 67;endLine: 3674,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 17 to the 15 allowed.""",CRITICAL,7min,Key: AYSMG91omuymsPtOyEh5 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3783;startOffset: 19;endOffset: 28;endLine: 3783,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 72 to the 15 allowed.""",CRITICAL,1h2min,Key: AYSMG91omuymsPtOyEh9 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3843;startOffset: 21;endOffset: 37;endLine: 3843,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal  segement  3 times.""",CRITICAL,8min,Key: AYSMG91nmuymsPtOyEfx Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 3875;startOffset: 77;endOffset: 90;endLine: 3875,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 38 to the 15 allowed.""",CRITICAL,28min,Key: AYSMG91omuymsPtOyEiI Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4000;startOffset: 19;endOffset: 27;endLine: 4000,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 16 to the 15 allowed.""",CRITICAL,6min,Key: AYSMG91omuymsPtOyEiN Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4080;startOffset: 19;endOffset: 26;endLine: 4080,Maintenance (Code Smells)
To-Do,New,Normal,"java:S3776:  ""Refactor this method to reduce its Cognitive Complexity from 20 to the 15 allowed.""",CRITICAL,10min,Key: AYSMG91omuymsPtOyEiR Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4175;startOffset: 22;endOffset: 41;endLine: 4175,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1452:  ""Remove usage of generic wildcard type.""",CRITICAL,20min,Key: AYSMG91omuymsPtOyEiS Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONPath.java - startLine: 4290;startOffset: 8;endOffset: 9;endLine: 4290,Maintenance (Code Smells)
To-Do,New,Normal,"java:S1192:  ""Define a constant instead of duplicating this literal illegal state :  4 times.""",CRITICAL,10min,Key: AYSMG91FmuymsPtOyEe5 Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONReader.java - startLine: 122;startOffset: 40;endOffset: 58;endLine: 122,Maintenance (Code Smells)
To-Do,New,Normal,"java:S115:  ""Rename this constant name to match the regular expression '^[A-Z][A-Z0-9]*(_[A-Z0-9]+)*$'.""",CRITICAL,2min,Key: AYSMG91YmuymsPtOyEfE Path: com.alibaba:fastjsonMW:src/main/java/com/alibaba/fastjson/JSONStreamContext.java - startLine: 5;startOffset: 38;endOffset: 49;endLine: 5,Maintenance (Code Smells)
